id	preprotext	irony
529	TOPIC_GOP2012 love the debt clock at GOP trouble is they dont break out what portions was bush and what is obama	0
530	How u brag about Tru jeans and big screen tv and yo rent only 1.87 I be balling too	0
531	Fantastic piece of goalkeeping from Pepe Reina again	0
532	The headline he did not see coming * url * via AUTHOR_TOKEN TOPIC_go2newsdu TOPIC_unemployed TOPIC_doledaytuesday	0
533	How to plan a successful sales conference or meeting : * url *	0
534	Bull Was Really Bms This Morningg	0
535	Believe both kids have roseola . Well Adyson definitely has it , but unsure of whether Caleb does . He acts like it . TOPIC_gnabeafunweekend	0
536	Ice cram and an English sunset . Gotta try that soon .	0
537	Antena 3 Are these claims the most reliable ? ? * url *	0
538	AUTHOR_TOKEN did you wash your practice jersey too ?	0
539	“ AUTHOR_TOKEN : How the drug war is bankrupting higher education TOPIC_Shadow2012 * url * thank you pot smokers EMOJI_802 TOPIC_stupid	0
540	TOPIC_43 perfection does not come accidentally same way excellency in life comes wen v give our best , may Allah giv strength to Jihad against Nafs	0
541	AUTHOR_TOKEN r u aware ur little brother watches pll with ur sister . . he was telling my sister all about it	0
542	AUTHOR_TOKEN lol nah I got 12 son , just hmu when you ready to lose	0
543	I have seen enough TOPIC_tbt to last me a year ! ! TOPIC_thanks	0
544	but it 's cool never again	0
545	Cant wait too sunday	0
546	AUTHOR_TOKEN AUTHOR_TOKEN Great to see you there , chaps . Loving your work . Hope to see you again soon . TOPIC_PoetryPower	0
547	I get warm fuzzies from 0 - days I can not patch because of apps that NEED old versions of Java . Thanks Sunguard and ADP !	0
548	AUTHOR_TOKEN just passed by your house bud EMOJI_774	0
549	AUTHOR_TOKEN I didnt need help . after all EMOJI_572 well some what TOPIC_kennings .	0
550	Finally got some TOPIC_chipotle . Yess ! long mission with my homegirl AUTHOR_TOKEN	0
551	Going to chapel . . alone . Oh how I love first days .	0
552	Fina hit his ppl up gotta make sure shit str 8 bbl	0
553	AUTHOR_TOKEN its fine . . Ima be running my butt off tm at practice ! And then coming home to my sister ! ! ! EMOJI_465	0
554	Long bus rides ! EMOJI_770 👍	0
555	AUTHOR_TOKEN thanks for the follow guys EMOJI_5 x	0
556	Omg most insane matriculants , we rather play soccer than study 4 prelims EMOJI_363 AUTHOR_TOKEN , AUTHOR_TOKEN , AUTHOR_TOKEN , AUTHOR_TOKEN , TOPIC_Soccer4lyf EMOJI_683	0
557	Get to work on my last day in Appleton ! ! ! TOPIC_YeaahhhBuddyyy	0
558	I use to only dream every once in awhile but these last few weeks i'v been having crazy yet real feeling dreams	0
559	""" AUTHOR_TOKEN : Please RT The Synergy of Success , build a business relationship with AUTHOR_TOKEN * url * AUTHOR_TOKEN"	0
560	AUTHOR_TOKEN puts me in the bestt mood everr EMOJI_467	0
561	i chose brown sugar mini wheats	0
562	“ AUTHOR_TOKEN : I LOVE it when the nail salon says they will be 15 minutes when you have been waiting 30 ” EMOJI_788	0
563	I dedicate this link to AUTHOR_TOKEN , AUTHOR_TOKEN & AUTHOR_TOKEN - * url * ( thanks to AUTHOR_TOKEN )	0
564	Thank god I invested in an umbrella this year .	0
565	The Weekly Kids ’ Co-op : Love You Daddy * url * via AUTHOR_TOKEN	0
566	Watch out everybody the padres are on a 8 game winning streak TOPIC_playoffs ?	0
567	TOPIC_TeamRedBaron and AUTHOR_TOKEN have teamed up on something pretty cool and are giving away killer gamer gear . Check it out : * url *	0
568	Planning a holiday this year ? Whether you ’ re looking for a romantic escape with your partner , a party weekend . . * url *	0
569	K can not believe I am taking the bus the first day of school	0
570	Oh so we lost charlie adam TOPIC_score TOPIC_deadlineday	0
571	My head hurt .	0
572	You are my bestfriend ! ! !	0
573	Monster Boy , I am Sorry , my favourite TOPIC_KISSTORY track EVER , love it AUTHOR_TOKEN . Super tunes and more garage playing TOPIC_happygirl	0
574	Lmfaoo “ AUTHOR_TOKEN : AUTHOR_TOKEN I was just dying for the same reason lol ”	0
575	AUTHOR_TOKEN hahahahaha good stuff !	0
576	all moved in ! ! let the drinking begin ! !	0
577	Was that necessary ? TOPIC_thanks	0
578	AUTHOR_TOKEN Makes it on to the Billboard Hot 100 for the first time with ' Never '	0
579	Man its soo hot down here . .	0
580	Funny Girls Fails and Stupidity * url * URL_TOKEN	0
581	Was invited to some sort of mixer with that cult my friend joined . . Asked if I could wear yoga pants & was declined so no . Not going .	0
582	AUTHOR_TOKEN Mhmm , maybe Theo will have a 30 goal season	0
583	Rrg my teeth ache so much ! ! ! Oh well anything for straight teeth .	0
584	AUTHOR_TOKEN I do not know about you but man I am loving this history homework	0
585	This lab class boring af	0
586	AUTHOR_TOKEN who 's Will ? where 's he being held ?	0
587	AUTHOR_TOKEN err no ! That 's what the was for !	0
588	The Apple jury foreman on how the case was decided , via Bloomberg . Fascinating , and room for debate . * url *	0
589	AUTHOR_TOKEN Is there anything he can not do ?	0
590	Leaving after lunch tomorrow . Then going to colorado . TOPIC_hooray	0
591	Soo glad I do not have classes for the next 11 days and off for the next 7 days ! EMOJI_515 oh this will be FUN ! EMOJI_770 🍺 🍸 💊 EMOJI_740	0
592	AUTHOR_TOKEN just making sure those were most accurate . . but wait what is c1 because i kinda just ignore it	0
593	We live in a world where losing your phone is more dramatic than losing your virginity .	0
594	AUTHOR_TOKEN Do not knock your hips , we think you have got delicious hips Wossy !	0
595	And Man City made us think they was not gonna spend mega money on new signings Haha	0
596	Great serving of pasta spaghetti mum . So much meat on that plate ! * url *	0
597	AUTHOR_TOKEN AUTHOR_TOKEN i'dbe happy with Sturridge , need a finisher . Or maybe Jamie Hopkins , lol .	0
598	"I wonder if you smile at my texts , like I smile at yours . : "" )"	0
599	First dose of IV steroids . . Let the moon face begin ! EMOJI_802	0
600	AUTHOR_TOKEN made the semi pro team bruh ran a 4.54	0
601	AUTHOR_TOKEN AUTHOR_TOKEN انا مقتنع براى وهقنعك وممكن بكره القيكى بتتجوزى EMOJI_44	0
602	So excited about tomorrow EMOJI_768 I guess it just that hyper side of me kicking in ? EMOJI_799 EMOJI_799 EMOJI_799	0
603	I think I drink too much last night because I did not feel like getting up for work ! ! !	0
604	2 TOPIC_gmpang kok dpt tribal pattern printed by outfit . bs padukan outfit tribal indonesiamu dgn fringed . the result is Etnik ! * url *	0
605	Slp EMOJI_467 . . TOPIC_twitter_off	0
606	fuck the police from every possible direction	0
607	AUTHOR_TOKEN riight	0
608	I , on the other hand , am wrapped up in my cardie , bare-faced & hiding behind shades with medium size bag . . TOPIC_theyllneverspotme TOPIC_maniacallaugh	0
609	Good Night everybody ! Make sure to contemplate about your entire existence before you sleep EMOJI_114	0
610	I am still standing yesterday today and forever . That 's why we praise Him . TOPIC_sundaylineupmakessense	0
611	Great singing in jay spearing ! Promotion here we come TOPIC_shitsigning TOPIC_uglycunt TOPIC_deadlineday	0
612	( ⌣ ́ _ ⌣ ̀ ) tired for waiting	0
613	"AUTHOR_TOKEN Pres . Obama should have said "" freestyle ? Is that like dressage on a bike ? """	0
614	Initial Post Earrings make for a unique , personalized gift . Gotta look close to notice them ! * url *	0
615	When I really wana sleep n ppl wana chat ✗	0
616	3 hours sleep woo TOPIC_refreshed	0
617	I need to find something to do with this 4 hour gap between classes . Rec center , maybe ?	0
618	Sore throats are the worst	0
619	That damn Holliday can only hit solo homers , not TOPIC_clutch at all TOPIC_BFIB	0
620	AUTHOR_TOKEN looks awesome . How long did it take to paint ?	0
621	Yea bitch I am official tell the ref blow da whistle	0
622	That 's awesome 👌	0
623	AUTHOR_TOKEN If your Dad will let you sit there TOPIC_fadedposter	0
624	The Internet – Entertainment or a Weapon - * url *	0
625	awe well thats life , have a great day today everyone c :	0
626	Thank you God I Am Blessed .	0
627	AUTHOR_TOKEN whatever plans you have scrap them . There is nowhere I 'd rather be	0
628	Siick ! I got paid $ 80.69 so far by doing surveys ! Can not wait for more ! LOOK > * url *	0
629	I am . not going to get along with my chemistry teacher I do not like his ass already	0
630	Eating chocolate in the shower > >	0
631	AUTHOR_TOKEN AUTHOR_TOKEN mostly aimed at jade EMOJI_572 x	0
632	I will never let another guy make me feel as horrible about myself as you did EMOJI_736	0
633	AUTHOR_TOKEN AUTHOR_TOKEN Dont worry . . you would not like it .	0
634	AUTHOR_TOKEN I would if I lived closer ! ! I need some encouragement myself !	0
635	I am catching a cold EMOJI_3	0
636	First trip of the season to King Power stadium tonight ! !	0
637	Wow , I can be really mature sometimes Sometimes , I like to take my emotionally immaturity out on Twitter because this is America !	0
638	My week on twitter : 1 new listings , 7 new followers , 1 mentions . Via : * url *	0
639	Thanks man ! AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN	0
640	30k dead , maybe they are targeting civilians AUTHOR_TOKEN : 10 bakery attacks in TOPIC_Aleppo are not ( cont ) * url *	0
641	C'mon you pussies GUESS EMOJI_5 I will give you a cookie if you guess it right .	0
642	Berdua'an di kassa bantuin mas andik opname , , ehh malah curhat * mateknak	0
643	Love going to work and being sent home after two hours	0
644	What a great night	0
645	AUTHOR_TOKEN shaking in my boots already Sir Young EMOJI_572	0
646	AUTHOR_TOKEN my house with all my friends bahahah	0
647	The difference between when a guy does something wrong and when a girl does something wrong . . * url *	0
648	AUTHOR_TOKEN lol itold you iwasnt coming . EMOJI_5 what we do in class ?	0
649	please , be a little more subtle with your tweets .	0
650	Spending the night in NA . . TOPIC_wooo	0
651	7am - 7pm on September 8,2012 . Hats off Ma'am Soriano .	0
652	My heart is so cold , icant find no Love here .	0
653	My dad and my mom are coming over to my house this weekend . . Let me mentally prepare myself EMOJI_769 EMOJI_825 EMOJI_789 EMOJI_819 EMOJI_811 EMOJI_799 EMOJI_754	0
654	A Set up for the kill , you are .	0
655	AUTHOR_TOKEN Soon there will not be any of that breed left , as good as they are in traditional roles . Every year you have to do and know more .	0
656	AUTHOR_TOKEN oh , defiantly ! Even though I know how much fun you had .	0
657	Oh , love this ! Shaky camera : Check RT AUTHOR_TOKEN Fake , of course , but I still love this UFO vid * url *	0
658	Draw and Fade Golf Shots Cavity or Blade - * url *	0
659	Authentic Volk RE30 ' s . 18x9 . 5 + 25 . Flat Gunmetal Finish . Comes with Center caps & Valve Stems . $ 2400 OBO . . * url *	0
660	Lmfao Cinnabon followed me EMOJI_769	0
661	AUTHOR_TOKEN yes , I am . Time to finish what I started . . Btw , you have to meet my lady , she get funnier by the day .	0
662	I hate this class .	0
663	AUTHOR_TOKEN TOPIC_CatLover4Lyfe	0
664	At Least The Line In The Book Store Is not Long . - __ -	0
665	I wish I smoked , maybe then I 'd look as cool as you .	0
666	This fall and winter half to balance out the girl , hockey and work TOPIC_challengeaccepted	0
667	I would randomly wake up two hours before my alarm rings . . It 's not like I am going to sleep early to get enough sleep . Nope . TOPIC_FML	0
668	AUTHOR_TOKEN lol it feels like it sometimes . Good thing they used facts to back it up . You know , all those times it happened .	0
669	AUTHOR_TOKEN AUTHOR_TOKEN	0
670	AUTHOR_TOKEN I was kinda joking though . . but I believe it ! EMOJI_5 TOPIC_jkthatwasmean	0
671	AUTHOR_TOKEN We Would Have ! ! ! me , you , dom , andd what was the name of the glee kid we were going to meet ? !	0
672	Watching the cuddleys AUTHOR_TOKEN TOPIC_babytv TOPIC_thatshowweroll !	0
673	going to lincolnshire . . might see my beloved father TOPIC_hesacunt	0
674	AUTHOR_TOKEN are good ! They got my house phone working for 24hrs ! EMOJI_826	0
675	AUTHOR_TOKEN Sure a smart fella like you will be able to pick up the language no problem . TOPIC_northernmonkey	0
676	AUTHOR_TOKEN Only of you do it without your pants on EMOJI_572	0
677	"AUTHOR_TOKEN me tho RT AUTHOR_TOKEN Man , remember when everyone was all "" Im doing Insanity "" and after about two weeks we aint heard shit back from them ?"	0
678	The AUTHOR_TOKEN have been rolling lately . . That trade is looking really good right now .	0
679	AUTHOR_TOKEN MIA bby lol ! !	0
680	AUTHOR_TOKEN You never check your twitter that I made for you ! TOPIC_SadTweet	0
681	AUTHOR_TOKEN well shit what do you expect ? ! ? ! ( ; TOPIC_colts !	0
682	AUTHOR_TOKEN TOPIC_loveit	0
683	AUTHOR_TOKEN AUTHOR_TOKEN yes they were . fake kandiss danced all night and fake christian called me his twin .	0
684	it 's been a great day today !	0
685	Lol at how I check the Stocks app pretty much everyday but have no idea what any of it meanss . .	0
686	AUTHOR_TOKEN AUTHOR_TOKEN oh your up north that 's why , well here down south it was hott I hardly got any sleep coz of it lmaoo	0
687	this is going to be a fun semester . .	0
688	TOPIC_Titans DC Jerry Gray says safeties Babineaux , Robert Johnson are not competing with one another for a spot . * url *	0
689	Eyy must be da money	0
690	Super excited to run 17 miles at practice today . .	0
691	Feel like crap , tomorrow should be great . TOPIC_throathurts TOPIC_allergies	0
692	THAT Was not THERE BEFORE IS THIS A SPLINTER ? ! WTF IS THISS * HISSES * Also , my mom randomly asks my weight TOPIC_ThanksForTheEgoBoost	0
693	a cover of a romantic song ever , Because Of You - Keith Martin by Boyz II Boys * url *	0
694	AUTHOR_TOKEN I really hope not . Even Hollywood would not change a classic story beloved by millions . TOPIC_vanityfair TOPIC_countofmontecristo	0
695	Hittin they hay . Classes start in the morning . TOPIC_joy . .	0
696	AUTHOR_TOKEN Plus it has a great new inspector !	0
697	Your really going to accomplish something with your life you know that EMOJI_802	0
698	S / O to AUTHOR_TOKEN for the dm	0
699	AUTHOR_TOKEN obviously we should just become singers	0
700	My beautiful Boo getting snuggi cozi x * url *	0
701	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN reporternye blon pernah baca kultwit macan ! Boong nih datanye ! Blon tercerahkan ! Wakakak !	0
702	The only upside about being sick is that when I rap along to Fabri Fibra , I sound just like him ! TOPIC_yucky	0
703	AUTHOR_TOKEN thanks Brit !	0
704	well do not you seem friendly	0
705	AUTHOR_TOKEN lol * phew * well as long as you are alright with me then I am still TOPIC_winning hahaha EMOJI_76	0
706	Away to bed	0
707	Twitter is fun today TOPIC_transferdeadlineday	0
708	Need to play football . .	0
709	Who 's excited to go to band practice tonight ? ! ? I know I am ! ! !	0
710	They outcheaa	0
711	Woo best part is the library tour	0
712	AUTHOR_TOKEN At 21 he looks to have a lot of potential and can only get better , a good signing for the long term at Villa	0
713	You make it easier when life gets hard	0
714	I saw them kiss ! It 's real ! ! ! AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN	0
715	Testing 1 2 3	0
716	Team building TOPIC_sopumped	0
717	Watching Beyond Scared Straight lol funny ass hell	0
718	Please , all of the nation come to edwards drugs today . I do not think we have filled quite enough prescriptions today .	0
719	Yay , I am so happy it 's tuesday_EMOJI_802	0
720	Nothing for me to do EMOJI_524	0
721	AUTHOR_TOKEN good you will save more money that way	0
722	Being awake this early to pack up my stuff and move rooms sucks . But on the plus side , FAIR TODAY ! EMOJI_771 TOPIC_soexcited EMOJI_789 TOPIC_carnilife	0
723	AUTHOR_TOKEN i hear the career opportunities there are really good	0
724	It 's crazy how few people use Facebook , people used to have hundreds say happy birthday to them now I usually just see 20 at the most . .	0
725	LOOL Just watched TOPIC_CitizenKhan Yeah I am late but still	0
726	AUTHOR_TOKEN Thanks so much Nick ! Really appreciate the support !	0
727	"A_thousand years RT AUTHOR_TOKEN : TOPIC_TJL3 "" . . All of my doubt suddenly goes away somehow . . "" Clue : breakingdawn ."	0
728	Rock & Roll Hall of Famers , The Yardbirds are back on tour , , check out * url * They brought us Jeff Beck Please Retweet	0
729	AUTHOR_TOKEN thats how funny they were - __ - my friend lol	0
730	AUTHOR_TOKEN that 's fantastic ! TOPIC_fucklife	0
731	AUTHOR_TOKEN fit tha n ur . .	0
732	Miami Dolphins wide receiver Clyde Gates * url *	0
733	AUTHOR_TOKEN come on boro ! ! But who the hell is carayol ? ?	0
734	Oh my gosh ! Can you imagine AUTHOR_TOKEN playing piano on her tour while singing a song . I would die and go to heaven . TOPIC_sheisanangel	0
735	all we wanted was a opportunity . JUST BLAZE , Lord Knows !	0
736	You have an innate sense of knowing when the emotional tides a . . More for Cancer * url *	0
737	AUTHOR_TOKEN nope , do not have one of those .	0
738	He kno all they names	0
739	Skoo iN the morningg , guess iMaa got to sleep .	0
740	I am glad I am such a big part of the team	0
741	AUTHOR_TOKEN called it	0
742	Can not even go to class today So Devastated	0
743	Jersey Shore is cancelled . How sad .	0
744	you are the best thing , that 's ever been mine	0
745	AUTHOR_TOKEN come down for it , 3 weeks away	0
746	Shopping for my friends daughters bday and having wayy to much fun in the TOPIC_Disney store !	0
747	The GOP is really dry-humping the minorities this year . TOPIC_GOP2012 TOPIC_RNC12	0
748	School , school , school . and then work . im so glad i busy myself . .	0
749	Do you remember last_September ’ s power outage in TOPIC_SanDiego ? Would you be ready for another ? * url *	0
750	AUTHOR_TOKEN love ya Cook ! TOPIC_YouAreAnException	0
751	Waiting at the dot . . What fun ! !	0
752	Fuck the police ? I can see you are a ruthless gangster . Nobody can control you .	0
753	AUTHOR_TOKEN good luck with school and have fun as well love ya	0
754	"AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN Since it 's "" Pile On "" Brian Day "" . . it should have been "" you are "" . TOPIC_JustSayin"	0
755	I am really excited for night class	0
756	Today me and my bf grew closer . . we had an amazin day . . TOPIC_hellainlove < -- lol maybe	0
757	I feel really sick and I have a 2 hour car journey ahead of me EMOJI_802 EMOJI_827	0
758	Well this has been interesting day so far and it 's still the morning . Can not wait to see what more this day will bring .	0
759	may that all things go good today at Dacula high school . . no drama lol	0
760	Found this sticker on Conner . Hilarious ! TOPIC_TwinklesTheClownThinksImSpecial TOPIC_Hilarious TOPIC_BestStickerEver * url *	0
761	Me and grandma with the same hairstyle EMOJI_5 👍 💇 we better work EMOJI_5 * url *	0
762	Props to the gamecocks for beating the big dominating team Vanderbilt by a whole 4 points !	0
763	it takes an athlete to dance , but an artist to be a dancer .	0
764	AUTHOR_TOKEN I would of never guessed	0
765	TOPIC_WaysToIrritateMe clapping ! I hate that sound with a passion 👏 🙅 👊 💢	0
766	I will sell any ku student my extra first home game ticket for this weekend ! Hit me uo if u want it . Gotts be a student . .	0
767	Another day another dollar TOPIC_kerrrching	0
768	AUTHOR_TOKEN great way to start the senior year	0
769	TOPIC_SpongebobEpisodeIllNeverForget when spongebob was a comedian & kept talking about sandy lol	0
770	Thanks for making me feel important . If only you understood .	0
771	I would lose my wallet . Gosh I love being driven to school by my mother .	0
772	Nahh house music has to interrupt the schedule oii EMOJI_44 B )	0
773	AUTHOR_TOKEN just hang out at the game a far as I know . Probably or best bet .	0
774	its not being lazy its the rush I get packing for college TOPIC_stress	0
775	Some ppl u know for a very short period and just TOPIC_Click with them , others u know for lifetime and never get along with TOPIC_life	0
776	Men are fickle . God bless them .	0
777	Pretty excited about one of the activities Tom & I came up with for veteran training . TOPIC_surprises .	0
778	I wonder how my day would go if i chilled with jamel and the fam	0
779	Anyone have a place we could drink at ? Alcohol will be provided just need a place ! The original spot bailed . Hit me up ! 503 550 6824	0
780	my prayers go out to all the people in new orleans about to get hit by isaac 	0
781	So glad my first time ever going to the beach will be when I go to boot	0
782	it	0
783	AUTHOR_TOKEN just push it , push it real good .	0
784	I would like to thank lsu for not cancelling class tomorrow	0
785	Costa with mum a few weeks agoo * url *	0
786	“ AUTHOR_TOKEN : Sk8ter Boys are so 2002 . . * url * LOL'ing ! ! !	0
787	From Google > > > Making it easier to cast your ballot * url *	0
788	Today is a fucking lovely day ! Nothing can go wrong !	0
789	AHA EMOJI_5 Niggas Had Too Sit They Ass In The Frount EMOJI_5	0
790	cailiin asked : i ’ ve been following you for less than a day and you ’ re already second in my tumblr crushes at . . * url *	0
791	"ha , and here I thought you actually wanted to be with me . well damn . . I guess "" I "" was not trying enough . TOPIC_ohwell"	0
792	You are in a stressful frame of mind today and things that are . . More for Taurus * url *	0
793	AUTHOR_TOKEN haha thank you EMOJI_5	0
794	Closing shift after a good dinner and hanging with my best friends . . gonna have a good night . ( AUTHOR_TOKEN Target ) * url *	0
795	Saw COMMON tonight in SLC was a good time ! * url *	0
796	Such a nice day out , let us go swimming !	0
797	AUTHOR_TOKEN okay thanks EMOJI_775	0
798	AUTHOR_TOKEN you ditched govt ! Its boring ! ! ! We got new groups by the way ! TOPIC_youllloveyours	0
799	Hottest guy i ever saw was empty as can be so i punched him in the chin ! Take that bitch boy ! 💪 EMOJI_811	0
800	DNC convention next week can not wait	0
801	AUTHOR_TOKEN I love working there was this and when did you TOPIC_go	0
802	Happy Birthday AUTHOR_TOKEN . I miss you hope , you enjoy your day !	0
803	reading sejarah , very hard to memories . . EMOJI_4	0
804	AUTHOR_TOKEN AUTHOR_TOKEN Hopefully not a strangers car . . EMOJI_465	0
805	يـارب قـربني من قـلوب أحــبتـني بــصدق . . وأبـعد عـني قلوب ظــنـنـتها أحبتني . . . . من الصمــيم . . . . The . . * url *	0
806	AUTHOR_TOKEN I find it funny rather than offensive .	0
807	When she dishes up two plates and pretending the other one is not herz 0_o . . blacks around food ! . . lol TOPIC_theBabyShower #	0
808	Everybody go follow my nigguh AUTHOR_TOKEN !	0
809	AUTHOR_TOKEN so you are telling me he will not make his big league debut this year ? TOPIC_stroman	0
810	AUTHOR_TOKEN im tryna ball witchu my dude	0
811	All outfits are ten times sexier with a backpack full of textbooks .	0
812	Getting so sick I hate this	0
813	I was 1A * off being allowed in the academic academy , oh shame !	0
814	AUTHOR_TOKEN TOPIC_overrated everything is TOPIC_overrated	0
815	Paul Smith Jeans Creates Line for Barbour : The collection launches on Sept . 1 . Continue re . . * url * via AUTHOR_TOKEN	0
816	The Nissan * url *	0
817	From Hanamasa with MUM Family . Whadda great moment EMOJI_5 Menu for today : 4 sehat 5 semaput EMOJI_44 TOPIC_gagaldiet	0
818	We just tried to bleach joes ball hair but apparently it 's too stubborn and will not turn blonde	0
819	AUTHOR_TOKEN they only have that 16yr old striker , so they desperately need a striker , even if that is Chamakh lol	0
820	AUTHOR_TOKEN if I can find a damn ride . .	0
821	Could this mean the end of AUTHOR_TOKEN ' s pottery barn ? Say it ai not so !	0
822	just walked out my door and a kitty run under my feet EMOJI_134	0
823	AUTHOR_TOKEN hello , gorgeous .	0
824	Last picture without braces , life is just too good sometimes . * url *	0
825	AUTHOR_TOKEN Have a lot of time for the odd tweet myself . But I am a very decisive , sarcastic person . . Or am I ? ? TOPIC_paradox	0
826	AUTHOR_TOKEN what , Ant Farm does not do it for you ? ?	0
827	No shame in that .	0
828	AUTHOR_TOKEN your tolerance is a breath of fresh air TOPIC_isaac TOPIC_rnc	0
829	"Dude u were 3hrs late , do somn abt botho f yall RT "" AUTHOR_TOKEN AUTHOR_TOKEN & his inability to keep to time ? Even wen I was 3hours late ! ! ! """	0
830	AUTHOR_TOKEN I wanna work at it ! Ill do it for . free EMOJI_5 TOPIC_hookmeup	0
831	""" AUTHOR_TOKEN : I fall too fast , crash too hard , forgive too easily , and care too much . """	0
832	Just got off the horn with Clint . Told me he really gives a shit what people think . TOPIC_NoteToTwitter	0
833	Its my birthday bitches . . who 's gonna start sucking my dick and who 's gonna start sucking my balls ?	0
834	The last scene in Scarface is AWESOME !	0
835	My 5,391 st tweet goes out to me having WAY too much time on my hands .	0
836	You Never Know Homie , About These Hoes Homie , You Need To Pump Your Breaks And Drive Slow Homie .	0
837	Whatta crazy ass last night ! End of summer is gonna go out with a bang ! ! 🔫 🍺 🍻	0
838	oh , you wanted me to lie . ( V_v ) TOPIC_FOLLOW	0
839	So a ' friend ' does not have time to talk to me , but has time to talk to other people . Lovely .	0
840	Story of my life . * url *	0
841	Wow . You sure know how to reel in the hotties	0
842	AUTHOR_TOKEN pleasure ! : 0 )	0
843	AUTHOR_TOKEN haha yela 2 p fokus piching tuh .	0
844	Made it to my 8am ! Professor did not . TOPIC_awesome	0
845	It 's now 2:30 , the class begins . TOPIC_justgreat	0
846	The most disadvantageous peace is better than the most just war .	0
847	RT AUTHOR_TOKEN : T-ara reveals more teaser images for “ Sexy Love ” * url *	0
848	To Trinidadians & Tobagonians at home and around the world , we join you in wishing a happy golden anniversary to . . * url *	0
849	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN Love my new MGM lion ! ! My night was already made wen I opend my bag & discovered him ! * url *	0
850	Tell it to my 9 bitch .	0
851	It seems too early for this to be called an instant classic but Gophs / UNLV is all that .	0
852	' Never grow up , my friends ' . TOPIC_JogaBonito	0
853	Woah Arsenal , do not make too many signings jesus ! Let others buy players for once	0
854	Trying to find that one song to fall asleep to on pandora EMOJI_5 time for bed have to wake up in a few hours for work . Then Toby Keith sunday ! !	0
855	""" Fuck hate "" bumper sticker on 64 . So many small beings have proudly read that to their parents . TOPIC_RVA TOPIC_firstwords"	0
856	AUTHOR_TOKEN pengguna baru twett , mhon bantuanx ya . . EMOJI_44	0
857	So I have got new neighbours . Loud ones , it seems .	0
858	AUTHOR_TOKEN hope u have a great day	0
859	Yay . . School shopping tomorrow . . That means school ! YES ! I am jitty jacked off life ! Wow AUTHOR_TOKEN is rubbing off on me !	0
860	“ AUTHOR_TOKEN : One more from pregame . . the Captains have a chat ( Jeter and Christie EMOJI_433 * url *	0
861	Found this on Sunday . Made me laugh ! ! Clever people * url *	0
862	Leicester later with jess EMOJI_44	0
863	AUTHOR_TOKEN well done for understanding kayla ! TOPIC_youradickhead EMOJI_5	0
864	Watering the grass as its raining . Smart ! TOPIC_sdsuprobs	0
865	Mr . Nix and Ms . Outzes are my favorite teachers . TOPIC_shitnobodysays	0
866	Time to buy books , yayy .	0
867	I miss AUTHOR_TOKEN ! Need to see yoouu EMOJI_467	0
868	TOPIC_SeptemberWish sana pumunta dito ang ONE DIRECTION ! ! EMOJI_5 ) x	0
869	I am really happy thinking about this ~ * ~	0
870	This is what I get for taking Ap world . . EMOJI_804 👍 TOPIC_homework	0
871	AUTHOR_TOKEN it tis up	0
872	Yelling at computer to record my Japanese homework TOPIC_fuckthethinkpad TOPIC_iusemac I quit Japanese for a reason AUTHOR_TOKEN * url *	0
873	I have seen way to much of AUTHOR_TOKEN lately EMOJI_802 hahahaha ! EMOJI_775	0
874	I am so excited about seeing Richard Wright play .	0
875	AUTHOR_TOKEN Do not forget that Nick Foles is also the new Tom Brady . What a preseason ! TOPIC_toomanystudQBs TOPIC_thankgodwedonthavetebow	0
876	I was still the first one to tell Bryson happy birthday on his actually birthday . . EMOJI_465	0
877	These tuff * url *	0
878	""" AUTHOR_TOKEN : You know what I like to do ? Answer my own questions . "" AUTHOR_TOKEN"	0
879	Well , today has started of to a WONDERFUL start .	0
880	Cause I can not stay here , if there is no love . TOPIC_onrepeat #	0
881	AUTHOR_TOKEN send me your # baby girl	0
882	AUTHOR_TOKEN nope 5 . The zeros are between the significant numbers , so they become significant , too .	0
883	TOPIC_voteonedirection	0
884	GrandMarc flow . TOPIC_TCU AUTHOR_TOKEN * url *	0
885	AUTHOR_TOKEN and what 's that good thing ? ? Congrats ! ! lols	0
886	Oh hey you all , I forgot being ghetto was the new thing . EMOJI_769 👏 TOPIC_notcute	0
887	This about sums it up . * url *	0
888	Can not wait to play tonight	0
889	Very low entries in this giveaway ! Hop over and check it out ! * url *	0
890	"I BEG TO DIFFER - Pakistan did it ! "" ABVP men assault 98 migrant workers in Karnataka , drag them out of train "" | * url *"	0
891	My night tho > > ¦ EMOJI_5	0
892	Knew this would happen .	0
893	Love the political advice on Twitter . TOPIC_getinformed	0
894	you are my kryptonitee ! EMOJI_467 RT als je dit herkent ( ( ( one direction )	0
895	Once you had the best boy you can not do better ; baby I am the best so you can not do better	0
896	AUTHOR_TOKEN you will have so much fun with bayda first period	0
897	AUTHOR_TOKEN Would not you be afraid of getting a disease	0
